prestador	tipo	siges_sucursal_id	empresa	sucursal	decision	motivo	discrepancia_km_o_location_type	formatted_address
MACARONE	coord	3664	Galeno	Santa Fé 2 (ART) (NO USAR)	ELEGIDO 0	único ROOFTOP exacto en la localidad	0:ROOFTOP,1:ROOFTOP,2:ROOFTOP,3:ROOFTOP	3099, San Martín, Ex-Plaza España, Santa Fe, Santa Fe Capital, Departamento La Capital, Santa Fe, S3000, Argentina
MDQ	pin	6163	Los Grobo Agropecuaria	Balcarce	CORREGIDO	cumple A1-A3	7431.689	Avenida San Martín 3947, B7620 Balcarce, Provincia de Buenos Aires, Argentina
MDQ	pin	5938	Banco Santander Río	Banca privada MDP	CORREGIDO	cumple A1-A3	384.808	1632, San Luis, Centro, Mar del Plata, Partido de General Pueyrredón, Buenos Aires, B7600DRN, Argentina
MDQ	pin	13683	Dia %	Tienda 0190 Mar Del Plata	CORREGIDO	cumple A1-A3	98.81	Alberti 2151, B7600FIR Mar del Plata, Provincia de Buenos Aires, Argentina
MDQ	pin	13801	Dia %	Tienda 5343 Mar Del Plata	CORREGIDO	cumple A1-A3	72.945	Av. Independencia 2964, B7602 Mar del Plata, Provincia de Buenos Aires, Argentina
CHACO	pin	11369	Natura	Cintia Villlagra	CORREGIDO	cumple A1-A3	1019.971	237, Buenos Aires, Barrio Obrero, Puerto Esperanza, Municipio de Puerto Esperanza, Departamento Iguazú, Misiones, 3378DFA, Argentina
CHIVILCOY	pin	4730	Efectivo Si	EFECTIVO SI - Chivilcoy	CORREGIDO	cumple A1-A3	137.176	51, Carlos Pellegrini, Chivilcoy, Partido de Chivilcoy, Buenos Aires, 6620, Argentina
OLAVARRIA	pin	11531	Cheeky	Olavarria	CORREGIDO	cumple A1-A3	439.128	La Pampa 4743, B7400 Olavarría, Provincia de Buenos Aires, Argentina
OLAVARRIA	pin	184	Nativa	Central	CORREGIDO	cumple A1-A3	285.997	Rivadavia 2983, B7400 Olavarría, Provincia de Buenos Aires, Argentina
OLAVARRIA	pin	3280	Provincia Microempresas	Bolivar	CORREGIDO	cumple A1-A3	277.251	Banco Provincia, 601, Avenida San Martín, San Carlos de Bolívar, Partido de Bolívar, Buenos Aires, B6550CGG, Argentina
POSADAS	pin	11636	Musimundo	POSADAS 2	CORREGIDO	cumple A1-A3	9740.883	Av. República Oriental del Uruguay 2790, N3301 Posadas, Misiones, Argentina
CORRIENTES	pin	4594	Manpower	Corrientes	CORREGIDO	cumple 3 reglas	1134.4	1110, Mendoza, Barrio Centro, Seccional 1°, Corrientes, Departamento Capital, Corrientes, 3400, Argentina
CORRIENTES	pin	11609	Musimundo	ITUZAINGO	CORREGIDO	cumple 3 reglas	796.8	Buenos Aires 1933, Ituzaingó, Corrientes, Argentina
CORRIENTES	pin	11614	Musimundo	BELLA VISTA	CORREGIDO	cumple 3 reglas	674.0	Buenos Aires 880, W3432 Bella Vista, Corrientes, Argentina
CORRIENTES	pin	7072	Banco Credicoop	343 - Avellaneda-Santa Fe	CORREGIDO	cumple 3 reglas	628.5	C. 9 499, S3561DTI Avellaneda, Santa Fe, Argentina
CORRIENTES	pin	11612	Musimundo	MERCEDES	CORREGIDO	cumple 3 reglas	621.3	Sarmiento 515, W3470 Mercedes, Corrientes, Argentina
CORRIENTES	pin	5864	Banco Santander Río	457 - MERCEDES-CORRIENTES	CORREGIDO	cumple 3 reglas	621.2	San Martín 941, W3470 Mercedes, Corrientes, Argentina
CORRIENTES	pin	8695	Pago Facil	C.S. CORRIENTES	CORREGIDO	cumple 3 reglas	492.8	1117, Santa Fe, Barrio Libertad, Seccional 3era, Corrientes, Departamento Capital, Corrientes, 3400, Argentina
CORRIENTES	pin	7094	Banco Credicoop	377 - Vera	CORREGIDO	cumple 3 reglas	52.7	Belgrano 1817, S3550ASS Vera, Santa Fe, Argentina
CORRIENTES	coord	4823	Galeno - COLONOS	Sucursal Corrientes- ART	ELEGIDO 4	único ROOFTOP exacto en localidad	ROOFTOP	657, Catamarca, Barrio La Rosada, Seccional 4ta, Corrientes, Departamento Capital, Corrientes, 3400, Argentina
TUCUMAN	pin	11221	Pedidos Ya	AR_179_Tucuman Centro II	CORREGIDO	cumple 3 reglas	9060.4	Av. Manuel Belgrano 1958, T4000 San Miguel de Tucumán, Tucumán, Argentina
TUCUMAN	pin	6698	Textil Federal	Local Tucuman	CORREGIDO	cumple 3 reglas	7715.2	Maipú 366, T4000 San Miguel de Tucumán, Tucumán, Argentina
TUCUMAN	pin	10870	Cartocor	Oficina Tucumán (Ventas)	CORREGIDO	cumple 3 reglas	1081.4	Juan Bautista Alberdi 244, T4000JYF San Miguel de Tucumán, Tucumán, Argentina
TUCUMAN	pin	2749	Tarshop	Concepción - Tucumán	CORREGIDO	cumple 3 reglas	68.8	1447, San Martín, Sarmiento, Municipio de Concepción, Departamento Chicligasta, Tucumán, T4174, Argentina
VENADO	pin	10586	Los Grobo Agropecuaria	Venado Tuerto 2	CORREGIDO	cumple 3 reglas	334.7	Av. Estrugamou 1435, S2600 Venado Tuerto, Santa Fe, Argentina
