grupo	prestador	tabla_km_id	empresa	sucursal	localidad	problema	evidencia	accion	confianza
g2_sanjuan_b	SAN JUAN	eecace83-4e03-42b4-8fdf-52d95f4478de	Gobierno de San Juan	JINZ Nro 6 Yapeyu	IGLESIA	km medido con pin errado (289 km vs 169.4 reales)	route Gestion Integral -> -30.4144083,-69.2225305 = 169.4 km ida	RECALCULAR_KM	alta
g2_sanjuan_b	SAN JUAN	ff7c9fd4-c6d5-444c-ac20-3b0645d3f8c7	Gobierno de San Juan	JINZ N.º 12 Auton. Cdad. de Bailen	SAN MARTIN	pin en San Martín (Mendoza), 174 km de San Martín SJ; factura 424 km	pin -33.0934,-68.4686 = San Martín Mendoza; search = Escuela Autonomía Ciudad de Bailén, Guillermo Rawson, Dos Acequias, San Martín SJ -31.5347946,-68.3994623; route SJ 14.7 km (bajo umbral, hoy 212.1)	PIN_MANUAL -31.5347946,-68.3994623 fuente=https://www.openstreetmap.org/way/690541545	alta
g2_sanjuan_b	SAN JUAN	ff7c9fd4-c6d5-444c-ac20-3b0645d3f8c7	Gobierno de San Juan	JINZ N.º 12 Auton. Cdad. de Bailen	SAN MARTIN	km medido con pin errado (212 km vs 14.7 reales, queda bajo umbral)	route Gestion Integral -> -31.5347946,-68.3994623 = 14.7 km ida	RECALCULAR_KM	alta
g2_sanjuan_b	SAN JUAN	6ff41b75-f880-42e9-9f7c-0ac42101e124	Gobierno de San Juan	Escuela Juan E. Seru	SARMIENTO	pin en San Juan capital (1.7 km), escuela en Sarmiento a 62 km; factura 0	"search ""Escuela Juan Eugenio Serú"" = Salvador María del Carril, Colonia Fiscal, Sarmiento -31.9031879,-68.4741076; route SJ 47.3 km (hoy 1.7)"	PIN_MANUAL -31.9031879,-68.4741076 fuente=https://www.openstreetmap.org/way/699803025	alta
g2_sanjuan_b	SAN JUAN	6ff41b75-f880-42e9-9f7c-0ac42101e124	Gobierno de San Juan	Escuela Juan E. Seru	SARMIENTO	km medido con pin errado (1.7 km vs 47.3 reales)	route Gestion Integral -> -31.9031879,-68.4741076 = 47.3 km ida	RECALCULAR_KM	alta
g2_sanjuan_b	SAN JUAN	eb3b1ac7-bde9-41f9-ba1f-104c907b98a4	Gobierno de San Juan	Escuela Mary Mann	ANGACO NORTE	pin en el norte del dpto Angaco (-31.225,-68.048), escuela en Las Tapias; factura 173 km	"reverse pin = Angaco (relación dpto); search ""Escuela Mary Mann, Angaco"" = 21 de Febrero, Las Tapias -31.4052387,-68.4143135; route SJ 26.7 km (hoy 86.6)"	PIN_MANUAL -31.4052387,-68.4143135 fuente=https://www.openstreetmap.org/way/690369143	alta
g2_sanjuan_b	SAN JUAN	eb3b1ac7-bde9-41f9-ba1f-104c907b98a4	Gobierno de San Juan	Escuela Mary Mann	ANGACO NORTE	km medido con pin errado (86.6 km vs 26.7 reales)	route Gestion Integral -> -31.4052387,-68.4143135 = 26.7 km ida	RECALCULAR_KM	alta
g2_sanjuan_b	SAN JUAN	f9c497ca-f083-4cc9-aa69-e1c024fe3b75	Gobierno de San Juan	Escuela Sup. Tec. de Angaco	ANGACO NORTE	mismo pin errado que Mary Mann (-31.225,-68.048); Eva Perón y Alem es Villa del Salvador; factura 173 km	"search ""Alem, Villa del Salvador, Angaco"" = Leandro N. Alem -31.4574,-68.4075 (way/154716081) cruza Eva Perón (way/637218812); no hay nodo escuela en OSM; route SJ->esquina 20.5 km (hoy 86.6)"	PIN_MANUAL -31.4574,-68.4075 fuente=https://www.openstreetmap.org/way/154716081	media
g2_sanjuan_b	SAN JUAN	f9c497ca-f083-4cc9-aa69-e1c024fe3b75	Gobierno de San Juan	Escuela Sup. Tec. de Angaco	ANGACO NORTE	km medido con pin errado (86.6 km vs ~20.5 reales)	route Gestion Integral -> -31.4574,-68.4075 = 20.5 km ida	RECALCULAR_KM	media
g2_sanjuan_b	SAN JUAN	0d94048d-eebe-4360-a6d3-bb42b0777265	Gobierno de San Juan	Escuela Monseñor Tomas S. Cruz	JACHAL	pin = centroide dpto Jáchal (-30.3135,-68.3339) medido desde sede Valle Fértil, 213 km x2.36	search = Escuela Monseñor Tomás Segundo Cruz, Cruz de Piedra, Volcán, Jáchal -30.3256703,-68.6972922; route Gestion Integral 151.1 km (hoy 213.3)	PIN_MANUAL -30.3256703,-68.6972922 fuente=https://www.openstreetmap.org/way/689050106	alta
g2_sanjuan_b	SAN JUAN	0d94048d-eebe-4360-a6d3-bb42b0777265	Gobierno de San Juan	Escuela Monseñor Tomas S. Cruz	JACHAL	km medido desde Valle Fértil a pin centroide (213 vs 151 reales)	route Gestion Integral -> escuela 151.1 km; VF->Jáchal centro 200.5 km; SJ->Jáchal centro 158.4 km	RECALCULAR_KM	alta
g2_sanjuan_b	SAN JUAN	30581b6a-2b7c-472b-b4d8-96813210e92d	Gobierno de San Juan	Escuela Presbitero P. Lopez del Campo	JACHAL	pin = centroide dpto Jáchal, 213 km x2.36	search = Escuela Presbítero Patricio López del Campo, Otra Banda, Jáchal -30.2282893,-68.6879758; route SJ 163.2 km (hoy 213.3)	PIN_MANUAL -30.2282893,-68.6879758 fuente=https://www.openstreetmap.org/node/6702217264	alta
g2_sanjuan_b	SAN JUAN	30581b6a-2b7c-472b-b4d8-96813210e92d	Gobierno de San Juan	Escuela Presbitero P. Lopez del Campo	JACHAL	km medido desde Valle Fértil a pin centroide (213 vs 163 reales)	route Gestion Integral -> -30.2282893,-68.6879758 = 163.2 km ida	RECALCULAR_KM	alta
g2_sanjuan_b	SAN JUAN	c1e7c283-a1a7-4b53-bd4f-34544e7f2ec0	Gobierno de San Juan	Escuela rural Dr. Calcagno	JACHAL	pin = centroide dpto Jáchal, 213 km x2.36; escuela está en Huaco	search = Escuela Doctor Alfredo Calcagno, Paso de los Andes, Alto Huaco -30.1387692,-68.5110814; route SJ 188.3 km (hoy 213.3)	PIN_MANUAL -30.1387692,-68.5110814 fuente=https://www.openstreetmap.org/way/688801868	alta
g2_sanjuan_b	SAN JUAN	c1e7c283-a1a7-4b53-bd4f-34544e7f2ec0	Gobierno de San Juan	Escuela rural Dr. Calcagno	JACHAL	km medido desde Valle Fértil a pin centroide (213 vs 188 reales)	route Gestion Integral -> -30.1387692,-68.5110814 = 188.3 km ida	RECALCULAR_KM	alta
g2_sanjuan_b	SAN JUAN	0e45b6c6-1b4a-475f-aefb-6d75cd6b4044	Gobierno de San Juan	JINZ N.º 16 Jose Marmol	JACHAL	pin = centroide dpto Jáchal, 213 km x2.36	search = Escuela José Mármol, RP491, La Falda, Pampa Vieja -30.1897151,-68.6604049; route SJ 169.5 km (hoy 213.3)	PIN_MANUAL -30.1897151,-68.6604049 fuente=https://www.openstreetmap.org/way/689027437	alta
g2_sanjuan_b	SAN JUAN	0e45b6c6-1b4a-475f-aefb-6d75cd6b4044	Gobierno de San Juan	JINZ N.º 16 Jose Marmol	JACHAL	km medido desde Valle Fértil a pin centroide (213 vs 169.5 reales)	route Gestion Integral -> -30.1897151,-68.6604049 = 169.5 km ida	RECALCULAR_KM	alta
g2_sanjuan_b	SAN JUAN	cd2ac7ab-3fa3-48c6-b048-d024ff9cb17e	Gobierno de San Juan	JINZ N.º 19  Albergue J. V. Gonzalez	JACHAL	pin = centroide dpto Jáchal, 213 km x2.36; JINZ 19 tiene 3 sedes en OSM, ninguna en esa calle	"search ""Patricio López del Campo, Jáchal"" = calle en Otra Banda/Pampa Vieja (way/688091873 -30.2295,-68.6786); JINZ 19 en OSM: Gran China -30.1217,-68.7210 / Villa Mercedes -30.1010,-68.7181 / Bella Vista -30.2095,-68.7465; el albergue probablemente comparte sede con Esc. Presb. López del Campo (-30.2282893,-68.6879758, misma calle); route SJ 163.2 km"	PIN_MANUAL -30.2282893,-68.6879758 fuente=https://www.openstreetmap.org/way/688091873	media
g2_sanjuan_b	SAN JUAN	cd2ac7ab-3fa3-48c6-b048-d024ff9cb17e	Gobierno de San Juan	JINZ N.º 19  Albergue J. V. Gonzalez	JACHAL	km medido desde Valle Fértil a pin centroide (213 vs ~163 reales)	route Gestion Integral -> -30.2282893,-68.6879758 = 163.2 km ida	RECALCULAR_KM	media
g2_sanjuan_b	SAN JUAN	93a58fde-1280-4631-893f-649910078bd6	Gobierno de San Juan	Escuelas Primaria Alas Argentinas	BARRIO OBRERO RAWSON	pin = centroide dpto Rawson (-31.6667,-68.4532), 19.5 km; escuela en Villa Krause a 4.6 km	reverse pin = Rawson (relación dpto); search = Escuela Alas Argentinas, Fermín Rodríguez, Villa Krause -31.5717330,-68.5340859; route SJ 4.6 km (bajo umbral, hoy factura 38.6)	PIN_MANUAL -31.5717330,-68.5340859 fuente=https://www.openstreetmap.org/node/13762355876	alta
g2_sanjuan_b	SAN JUAN	93a58fde-1280-4631-893f-649910078bd6	Gobierno de San Juan	Escuelas Primaria Alas Argentinas	BARRIO OBRERO RAWSON	km medido con pin centroide (19.5 vs 4.6 reales)	route Gestion Integral -> -31.5717330,-68.5340859 = 4.6 km ida	RECALCULAR_KM	alta
g2_sanjuan_b	SAN JUAN	9e059c31-6a2c-47da-b6f2-7545ebe8e4b0	Gobierno de San Juan	Escuela Prim. Barrio Valle Grande	BARRIO OBRERO RAWSON	pin = centroide dpto Rawson, 19.5 km; Barrio Valle Grande está a 10 km	"search ""Barrio Valle Grande, Rawson"" = relación -31.5658225,-68.5988091; route SJ 10.4 km (bajo umbral, hoy 38.6); sin nodo de escuela"	PIN_MANUAL -31.5658225,-68.5988091 fuente=https://www.openstreetmap.org/relation/17639365	media
g2_sanjuan_b	SAN JUAN	9e059c31-6a2c-47da-b6f2-7545ebe8e4b0	Gobierno de San Juan	Escuela Prim. Barrio Valle Grande	BARRIO OBRERO RAWSON	km medido con pin centroide (19.5 vs ~10 reales)	route Gestion Integral -> -31.5658225,-68.5988091 = 10.4 km ida	RECALCULAR_KM	media
g2_sanjuan_b	SAN JUAN	b2a1ac22-7316-49b3-beff-e9c7ef79765d	Gobierno de San Juan	Escuela Pcia. del Chaco	BARRIO OBRERO RAWSON	"pin = centroide dpto Rawson (-31.6667,-68.4532), 19.5 km; ""General Acha y Calle 5"" no ubicable"	"search ""General Acha y Calle 5, Rawson"" y ""Escuela Provincia del Chaco, Rawson/San Juan"" sin resultado; General Acha corre por el sur de Rawson hacia Pocito (Colonia Rodas -31.625); el pin actual es el centroide del departamento"	GESTION	baja
g2_sanjuan_b	SAN JUAN	e052a9a5-4e84-4068-b9d3-d81ba4c5d10f	Gobierno de San Juan	JINZ N.º 51 - PROVINCIA DEL CHACO	BARRIO OBRERO RAWSON	mismo pin centroide dpto Rawson que Esc. Pcia. del Chaco (misma dirección), 19.5 km	"search ""JINZ 51, Rawson"" sin resultado; ver b2a1ac22"	GESTION	baja
g2_sanjuan_b	SAN JUAN	8d847873-997c-443f-9f8b-08b58bf26cba	Gobierno de San Juan	Escuela Justo J. de Urquiza	POCITO	pin = La Rinconada (Pocito, -31.7094,-68.5724) 23 km; escuela en Colonia Rodas a 11 km	reverse pin = La Rinconada; search = Escuela Justo José de Urquiza, General Acha, Colonia Rodas -31.6248229,-68.5291213; route SJ 11.4 km (bajo umbral, hoy factura 46.2)	PIN_MANUAL -31.6248229,-68.5291213 fuente=https://www.openstreetmap.org/way/674360687	alta
g2_sanjuan_b	SAN JUAN	8d847873-997c-443f-9f8b-08b58bf26cba	Gobierno de San Juan	Escuela Justo J. de Urquiza	POCITO	km medido con pin centroide (23.2 vs 11.4 reales)	route Gestion Integral -> -31.6248229,-68.5291213 = 11.4 km ida	RECALCULAR_KM	alta
g2_sanjuan_b	SAN JUAN	bec4f067-7c13-483a-a8f6-3bc3976b0aa2	Gobierno de San Juan	Escuela Sec. Jose Rudecindo Rojo	POCITO	comparte pin La Rinconada con Urquiza y Ríos de Páez	"search ""Joaquín Uñac y Calle 14, Pocito"" = La Rinconada -31.6931717,-68.5737326, a 1.8 km del pin; km 23.2 coherente"	OK	alta
g2_sanjuan_b	SAN JUAN	56ac7d4a-ba76-4c21-9dc6-42d9c60c3157	Gobierno de San Juan	JINZ Dra. Francisca Rios de Paez	POCITO	"pin = La Rinconada 23 km; ""Ruta 40 y Cantoni"" no ubicable (Hospital Cantoni está en Villa Aberastain, ~13 km)"	"search ""Escuela Francisca Ríos de Páez, Pocito"" sin resultado; ""Cantoni, Pocito"" = Hospital Dr. Federico Cantoni, Villa Aberastain -31.6545,-68.5630 y Callejón Cantoni, Carpintería -31.8594,-68.5370"	GESTION	baja
g2_sanjuan_b	SAN JUAN	4bad1351-c05f-4499-a3b1-b2dd69aa52eb	Gobierno de San Juan	JINZ Nro 55 Jose Maria de los Rios	CAUCETE	pin en San Juan capital (-31.5336,-68.5134, 2.6 km), escuela en Caucete a 25 km; factura 0 (dup: lo resuelve g1)	search = Escuela José María de los Ríos, Patricias Sanjuaninas, Caucete -31.6406485,-68.2366589; route SJ 33.7 km -> ida+vuelta 67.4, coincide con negociada 68.9 de 4ee3b854	PIN_MANUAL -31.6406485,-68.2366589 fuente=https://www.openstreetmap.org/way/692682163	alta
g2_sanjuan_b	SAN JUAN	a55903ac-2d47-4941-8086-a04fe0d5a35e	Gobierno de San Juan	Escuela rural Pedro Valenzuela	25 DE MAYO	pin cae en Villa Independencia (Caucete), localidad declarada 25 de Mayo; calle Enfermera Medina está 9 km al sur	"reverse -31.6412,-68.3001 = Barrio Justo P. Castro IV, Villa Independencia, Caucete; search ""Enfermera Medina, 25 de Mayo"" = Villa Santa Rosa way/694200107 -31.7172,-68.3183; km 27.1 hoy, esperable ~35"	GESTION	media
g2_sanjuan_b	SAN JUAN	0d82914d-0921-44e1-9139-8e00547c5a0f	Gobierno de San Juan	JINZ N.º 25 Luis Pasteur	CALINGASTA	ratio 2.12 (130.6 km vs 61.6 recta)	reverse -31.2841,-69.1038 = Pachaco, RN149 (coherente con domicilio Ruta 149); route SJ 130.6 km confirma: ruta de montaña por Talacasto/RN149	OK	alta
g2_sanjuan_b	SAN JUAN	a3723c92-db85-4669-aafc-baa92854bff9	Gobierno de San Juan	Escuela Multiple Calingasta	CALINGASTA	KM_CON_PIN_SOSPECHOSO: el geocode (-31.5501,-68.5659, capital) es el malo, no el pin	pin -31.3339,-69.4209 = centro de Calingasta (d=0.1); route SJ->Calingasta 173.3 km = km cargado 173.3	OK	alta
g2_sanjuan_b	SAN JUAN	881e7172-fa4f-452e-b701-36f0a61e5e77	Gobierno de San Juan	Escuela R. Escalada de San Martin	CALINGASTA	KM_CON_PIN_SOSPECHOSO: el geocode (-31.6225,-69.8597, Barreal) es el malo, no el pin	pin = centro de Calingasta; route SJ->Calingasta 173.3 km = km cargado; Barreal medido aparte (44409509: route SJ->Barreal 244.8 = cargado)	OK	alta
g2_sanjuan_b	SAN JUAN	1cc35251-b566-496e-a7b6-6e027a95478f	Gobierno de San Juan	Escuela Secundaria Procesa Sarmiento de Lenoir	9 DE JULIO	KM_CON_PIN_SOSPECHOSO: geocode a 203 km (San Luis); pin en RN20 km 16 coherente	pin -31.5983,-68.3980 sobre RN20 en 9 de Julio, d=7.7 km del centroide, ratio 1.08; sin consulta	OK	media
g2_sanjuan_b	SAN JUAN	1db2a611-38c6-4cda-85b8-b42678763a4f	Gobierno de San Juan	Escuela Juan Jose Larrea	SARMIENTO	"KM_CON_PIN_SOSPECHOSO: geocode en capital; pin en RN40 sur de Sarmiento coherente con ""RN40 km 99"""	pin -32.1026,-68.4608 en Sarmiento, ratio 1.08, d=18.7; sin consulta	OK	media
g2_sanjuan_b	SAN JUAN	3179fc95-96a6-4aaf-b181-ee271bf14b82	Gobierno de San Juan	Escuela Lorenzo Luzuriaga	JACHAL	dist 43.7 km del centroide Jáchal: la escuela está en Mogna (sureste del dpto)	pin -30.6950,-68.3596 coincide con Mogna; km 122.7 medido desde Gestion Integral (no desde VF), ratio normal; sin consulta	OK	media
g2_sanjuan_b	SAN JUAN	a33fc931-ce60-4c87-af6a-07df14668a7e	Gobierno de San Juan	JINZ N.º 3 Pcia. de Chubut	JACHAL	dist 30.4 km del centroide: San Isidro está al norte de Jáchal	pin -30.1437,-68.7012 zona San Isidro; km 169.3 medido desde SJ coincide con negociada 345 de Esc. Pcia. de Chubut (35be5e4a, misma dirección)	OK	media
g2_sanjuan_b	SAN JUAN	c940cc4e-9a62-481f-9e42-d73dc9ab7520	Gobierno de San Juan	JINZ Nro 58 Sede Comandante Espora	25 DE MAYO	dist 54 km del centroide 25 de Mayo: centroide es del departamento	pin -31.7649,-68.3438 en Villa Santa Rosa/25 de Mayo, ratio 1.34; sin consulta	OK	media
g2_sanjuan_b	SAN JUAN	4ee3b854-9b4f-4215-b7b7-2313c045939c	Gobierno de San Juan	Escuela Jose Maria de los Rios	CAUCETE	NEGOCIADO menor que recta base->centroide: falso positivo, el centroide de Caucete es el departamental (84 km)	route SJ->Escuela José María de los Ríos (-31.6406,-68.2367) 33.7 km -> 67.4 ida+vuelta vs negociada 68.9	OK	alta
g2_sanjuan_b	SAN JUAN	fe2553de-36e9-4fa6-b832-d44a6e0b2fa3	Gobierno de San Juan	Escuela Pcia. de Neuquen	SAN MARTIN	negociada 37.5 vs centroide San Martín: coherente	search = Escuela Provincia de Neuquén, Nacional Eva Perón, Dos Acequias -31.4871798,-68.4147899; route SJ 17.8 km -> 35.6 ida+vuelta	OK	alta
g2_sanjuan_b	SAN JUAN	4d03a2fe-cebb-4bee-bf94-f04c578e4bc8	Gobierno de San Juan	Escuela Manuel Belgrano	SAN JUAN	negociada 61.5 km para una escuela a ~2.5 km de la base (capital)	"search ""Escuela Manuel Belgrano, San Juan"" = Lateral de Circunvalación NO, Concepción, Capital -31.5197694,-68.5335333 (node/6704923503), coincide con domicilio ""SM del Carril y Circunvalación""; pin de Gestión -31.5296,-68.5303 también en capital; 61.5 supera 20x la línea recta"	TL	alta
g2_sanjuan_b	SAN JUAN	d57dbdfc-72b8-4e67-8305-5f9040b09b41	Gobierno de San Juan	Escuela Presbitero C. de Quiroga	SAN AGUSTIN DEL VALLE FERTIL	negociada 521 km en San Agustín del Valle Fértil, a 0.1 km de la sede GSJ Valle Fértil	filas medidas del mismo pueblo (7fc44ea3, 27e875fc) dan 0.34 km / factura 0; 521 = ida+vuelta desde capital (~250 km); mismo caso 73b321b8 (514), 389c7999 (521), 80b80fc4 (499)	TL	alta
g2_sanjuan_b	SAN JUAN	73b321b8-2331-4010-b6ca-6c6d33c108ae	Gobierno de San Juan	Escuela Sargento Cabral	SAN AGUSTIN DEL VALLE FERTIL	negociada 514 km en San Agustín del Valle Fértil, sede GSJ Valle Fértil a 0.1 km	ver d57dbdfc	TL	alta
g2_sanjuan_b	SAN JUAN	389c7999-9926-4d1f-8b2b-67cb2195fc8b	Gobierno de San Juan	JINZ N.º 31 P. Cayetano de Quiroga	SAN AGUSTIN DEL VALLE FERTIL	negociada 521 km en San Agustín del Valle Fértil, sede GSJ Valle Fértil a 0.1 km	ver d57dbdfc	TL	alta
g2_sanjuan_b	SAN JUAN	80b80fc4-01a3-43c9-b787-d5021d720be6	Gobierno de San Juan	Unidad De Gestion Valle Fertil	SAN AGUSTIN DEL VALLE FERTIL	negociada 499 km en San Agustín del Valle Fértil, sede GSJ Valle Fértil a 0.1 km	ver d57dbdfc	TL	alta
g2_sanjuan_b	SAN JUAN	d59868bc-06fe-41ea-b119-9f8f572d457c	Gobierno de San Juan	Escuela Julio Verne	SAN MARTIN	pin en San Martín de las Escobas (Santa Fe), 628 km; sin km	search = Escuela Julio Verne, Av. Sarmiento, Villa Lugano, San Martín SJ -31.5194724,-68.3785472; route SJ 17.0 km	PIN_MANUAL -31.5194724,-68.3785472 fuente=https://www.openstreetmap.org/way/691748082	alta
g2_sanjuan_b	SAN JUAN	f1e12f04-e362-4847-b358-b47ad3cb63b6	Gobierno de San Juan	Escuela Maria Elena Vidart de Maurin	SAN AGUSTIN DEL VALLE FERTIL	pin = centroide de Argentina (-38.416,-63.617), 934 km; sin km	search = Escuela María Elena Vidart de Maurín, RP510, Agua Cercada, Valle Fértil -30.8037532,-67.3665868; route sede VF 21.7 km	PIN_MANUAL -30.8037532,-67.3665868 fuente=https://www.openstreetmap.org/way/689572158	alta
g2_sanjuan_b	SAN JUAN	d3199b99-b90a-4bd4-a0a9-2251b1325548	Gobierno de San Juan	Escuela Monotecnica N.º 14	BARRIO OBRERO RAWSON	pin en Rawson (Chubut), 1338 km; sin km	search = Misión Monotécnica y Extensión Cultural 14, Florida, El Medanito, Rawson SJ -31.5776395,-68.4811878 (~6 km de la base)	PIN_MANUAL -31.5776395,-68.4811878 fuente=https://www.openstreetmap.org/node/6702072519	alta
g2_sanjuan_b	SAN JUAN	4f86d4d2-2cb2-4f86-9fc7-b7e252d252a1	Gobierno de San Juan	Escuela Patricias Mendocinas	BARRIO OBRERO RAWSON	pin en Rawson (Chubut), 1338 km; sin km	search = Escuela Patricias Mendocinas, Florida, El Medanito, Rawson SJ -31.5772646,-68.4814900 (~6 km de la base)	PIN_MANUAL -31.5772646,-68.4814900 fuente=https://www.openstreetmap.org/way/712195301	alta
g2_sanjuan_b	SAN JUAN	7770af74-cba1-4ed6-9939-2b459a1abd24	Gobierno de San Juan	Escuela Paulo VI	SARMIENTO	pin en Entre Ríos (-32.49,-58.25), 979 km; sin km	search = Escuela Paulo VI, Carmona, Sarmiento -31.9133555,-68.3722504; route SJ 57.5 km	PIN_MANUAL -31.9133555,-68.3722504 fuente=https://www.openstreetmap.org/way/700035554	alta
g2_sanjuan_b	SAN JUAN	d94d7cea-a99e-4ed4-b71c-fd1c036b06ab	Gobierno de San Juan	Escuela Pcia. de Catamarca	RIVADAVIA	pin en CABA (-34.59,-58.39), 1009 km; sin km	search = Escuela Provincia de Catamarca, Riobamba 2710 (E), Comuna Sur, Rivadavia -31.5472274,-68.5549991 (~3 km de la base)	PIN_MANUAL -31.5472274,-68.5549991 fuente=https://www.openstreetmap.org/node/11031709244	alta
g2_sanjuan_b	SAN JUAN	40a03422-3ed1-4335-ad37-4556d826c832	Gobierno de San Juan	Escuela Pcia. de Corrientes	SANTA LUCIA	pin en Santa Lucía (Tucumán), 570 km; sin km	search = Escuela Provincia de Corrientes, Av. Libertador 3411 (E), Pajas Blancas, Santa Lucía -31.5343382,-68.4811790 (~5 km de la base)	PIN_MANUAL -31.5343382,-68.4811790 fuente=https://www.openstreetmap.org/way/704736250	alta
g2_sanjuan_b	SAN JUAN	b44f89d4-b20f-4fc0-b407-14c45bbbb8e4	Gobierno de San Juan	JINZ N.º 39 Pcia. de Corrientes	SANTA LUCIA	pin en Santa Lucía (Tucumán), 570 km; sin km	"search ""Av. San Martín 3411, Santa Lucía"" = JINZ 39 -31.5339084,-68.4813423 (mismo predio que Esc. Pcia. de Corrientes)"	PIN_MANUAL -31.5339084,-68.4813423 fuente=https://www.openstreetmap.org/node/6634718954	alta
g2_sanjuan_b	SAN JUAN	88c8ee80-e76c-4d02-85e1-492caa5e1916	Gobierno de San Juan	Escuela Periodista Luis J. Bates	SARMIENTO	pin en Santiago del Estero (-27.79,-64.26), 638 km; sin km	search = Escuela Periodista Luis Jorge Bates, Manuel Belgrano 418, Villa Media Agua -31.9822156,-68.4265335; route SJ 55.6 km	PIN_MANUAL -31.9822156,-68.4265335 fuente=https://www.openstreetmap.org/node/6704526135	alta
g2_sanjuan_b	SAN JUAN	60d2feeb-6e79-4f27-b23f-f86bc647199a	Gobierno de San Juan	Escuela Prov. Tec. N.º 8 Santa Lucia	SANTA LUCIA	pin en Santa Lucía (Buenos Aires), 844 km; sin km	"search ""Av. San Martín 3411, Santa Lucía"" = Escuela EPET Nº 8 -31.5338375,-68.4810392 (~5 km de la base)"	PIN_MANUAL -31.5338375,-68.4810392 fuente=https://www.openstreetmap.org/node/6634718953	alta
g2_sanjuan_b	SAN JUAN	5f3afb17-68a7-4768-b4fd-9bf2e3e030ac	Gobierno de San Juan	Escuela Pte. Mitre	IGLESIA	pin en CABA (-34.64,-58.46), 1112 km; sin km	search = Escuela Presidente Mitre, Doña Silvestre, El Llano, Las Flores, Iglesia -30.3084990,-69.2199034; route SJ 181.2 km	PIN_MANUAL -30.3084990,-69.2199034 fuente=https://www.openstreetmap.org/way/686772510	alta
g2_sanjuan_b	SAN JUAN	f3df3bf7-51ab-4196-a302-b2a8bebdbce5	Gobierno de San Juan	JINZ Nro 8 Pte. Mitre	LAS FLORES	pin en CABA, 1006 km; sin km (dup 9163: lo resuelve g1)	search = JINZ 8, Doña Silvestre, El Llano, Las Flores -30.3086775,-69.2199304 (mismo predio que Esc. Pte. Mitre); route SJ 181.2 km	PIN_MANUAL -30.3086775,-69.2199304 fuente=https://www.openstreetmap.org/node/6437646808	alta
g2_sanjuan_b	SAN JUAN	1339490c-b899-42b0-b20c-aa274900211a	Gobierno de San Juan	Escuela RAMON BARRERA	25 DE MAYO	pin = centroide de Argentina, 808 km; sin km	search = Escuela Ramón Barrera, Calle 2, Cuatro Esquinas, 25 de Mayo -31.7243375,-68.3158032; route SJ 37.8 km	PIN_MANUAL -31.7243375,-68.3158032 fuente=https://www.openstreetmap.org/way/693842091	alta
g2_sanjuan_b	SAN JUAN	4a5457bf-9847-417b-9d7d-cea6d1681517	Gobierno de San Juan	Escuela Sec. Oscar Otiñano	25 DE MAYO	pin = centroide de Argentina, 808 km; sin km	search = CENS Oscar Humberto Otiñano, 25 de Mayo y Mitre, Villa Santa Rosa -31.7471292,-68.3144311; route SJ 39.7 km	PIN_MANUAL -31.7471292,-68.3144311 fuente=https://www.openstreetmap.org/node/6512468518	alta
g2_sanjuan_b	SAN JUAN	d13f4eb2-1f5a-4b87-b7f5-6e6595c8d3c3	Gobierno de San Juan	Escuela Roque S. Peña	RIVADAVIA	pin en Buenos Aires (-34.55,-58.59), 990 km; sin km	search = Escuela Roque Sáenz Peña, Av. Libertador 7437 (O), Marquesado, Rivadavia -31.5258679,-68.6317618; route SJ 11.0 km	PIN_MANUAL -31.5258679,-68.6317618 fuente=https://www.openstreetmap.org/way/358718639	alta
g2_sanjuan_b	SAN JUAN	1c044c31-b463-4b60-9d85-a9c8bc89b609	Gobierno de San Juan	Escuela Sup. de Sarmiento (Anexo)	SARMIENTO	pin = centroide de Argentina, 840 km; sin km; RP319 no existe en OSM	"search ""Escuela Superior de Sarmiento"" y ""Ruta Provincial 319, Sarmiento"" sin resultado (OSM devuelve RP246/RP320)"	GESTION	baja
g2_sanjuan_b	SAN JUAN	518d4a40-4183-47b2-bd3a-9eb0a0efde31	Gobierno de San Juan	Escuela Tec. Augusto B. Sarmiento	SARMIENTO	pin = centroide de Argentina, 840 km; sin km	"search ""Escuela Técnica Augusto Bernardino Sarmiento"" y ""9 de Julio y Uruguay, Media Agua"" sin resultado; misma dirección que Esc. Victorina Lenoir de Navarro (825db9e5, negociada 110 -> Media Agua ~55 km ida)"	GESTION	media
g3_pentacom	PENTACOM	530d35d3-5366-4e80-a493-1b1dc253759c	Banco Credicoop	250 - Marcos Juarez	MARCOS JUAREZ	"km cargado (ida 273) no coincide con ruta real desde su sede más cercana (Villa María); coincide en cambio con ruta desde Córdoba capital (medido antes de la regla ""sede más cercana"")"	route Villa María -32.41284 -63.26078 -32.6960928 -62.101601 -> 121.6 km real vs 273.5 km cargado (dif 56%); ratio original x2.4	RECALCULAR_KM	alta
g3_pentacom	PENTACOM	5febb6ea-7860-41f6-9616-a5a9bb3ae649	Efectivo Si	EFECTIVO SI - Rio Cuarto	RIO CUARTO	"km cargado (ida 232) no coincide con ruta real desde su sede más cercana (Rio IV); coincide en cambio con ruta desde Córdoba capital (medido antes de la regla ""sede más cercana"")"	route Rio IV -33.11946 -64.36910 -33.1253712 -64.3482161 -> 2.8 km real vs 231.9 km cargado (dif 99%); ratio original x110.4	RECALCULAR_KM	alta
