prestador	tipo	siges_sucursal_id	empresa	sucursal	decision	motivo	discrepancia_km_o_location_type	formatted_address
MACARONE	coord	4046	Galeno - COLONOS	Sucursal Santa Fe Capital- ART	DEJADO	ningún candidato ROOFTOP exacto en localidad 'SANTA FE'	0:ROOFTOP,1:ROOFTOP,2:ROOFTOP,3:ROOFTOP,4:ROOFTOP	1881, Avenida José de San Martín, Centro, Pérez, Municipio de Pérez, Gran Rosario, Departamento Rosario, Santa Fe, S2121, Argentina
MACARONE	coord	5467	Sancor Cooperativas Limitada	Desvio Arijon	DEJADO	ningún candidato ROOFTOP exacto en localidad 'DESVIO ARIJON'	0:GEOMETRIC_CENTER/pm,1:GEOMETRIC_CENTER/pm,2:GEOMETRIC_CENTER/pm,3:GEOMETRIC_CENTER/pm,4:GEOMETRIC_CENTER/pm	Ruta Nacional 11, Municipio de Desvío Arijón, Departamento San Jerónimo, Santa Fe, Argentina
MACARONE	coord	4191	Sancor Cooperativas Limitada	San Justo - STA FE	DEJADO	sin candidatos (estado sin_resultados)	sin candidatos	
MACARONE	coord	1268	Transfarmaco	Santa Fé	DEJADO	sin candidatos (estado sin_resultados)	sin candidatos	
MDQ	coord	4361	Arcos Dorados (Mc Donalds)	PRM - Peralta Ramos (83)	DEJADO	ningún candidato ROOFTOP exacto en localidad 'MAR DEL PLATA'	0:GEOMETRIC_CENTER	Blvd. Maritimo Patricio Peralta Ramos, B7600 Mar del Plata, Provincia de Buenos Aires, Argentina
MDQ	coord	4251	Arcos Dorados (Mc Donalds)	SMM - Av. San Martin (111)	DEJADO	varios ROOFTOP en la localidad ([0, 1])	0:ROOFTOP,1:ROOFTOP	Peatonal San Martín 2535, B7600GQI Mar del Plata, Provincia de Buenos Aires, Argentina; San Martín 2535, B7606CQE Mar del Plata, Provincia de Buenos Aires, Argentina
MDQ	coord	170	Fargo	Santa Teresita	DEJADO	ningún candidato ROOFTOP exacto en localidad 'SANTA TERESITA'	0:GEOMETRIC_CENTER/pm,1:GEOMETRIC_CENTER/pm,2:GEOMETRIC_CENTER/pm,3:GEOMETRIC_CENTER/pm	Ruta Provincial 11, Barrio San Martín, Santa Teresita, Partido de La Costa, Buenos Aires, 1400, Argentina
MDQ	coord	7215	Provincia Microempresas	6100 - MDP 3 (Luro 2)	DEJADO	ningún candidato ROOFTOP exacto en localidad 'MAR DEL PLATA'	0:GEOMETRIC_CENTER/pm,1:GEOMETRIC_CENTER/pm	Avenida Carlos Tejedor, Parque Luro, Mar del Plata, Partido de General Pueyrredón, Buenos Aires, B7600ARH, Argentina
MDQ	coord	6228	Provincia Microempresas	Balcarce	DEJADO	varios ROOFTOP en la localidad ([0, 1])	0:ROOFTOP,1:ROOFTOP	Banco Provincia, 501, Avenida Gonzales Chaves, El Cruce, San José de Balcarce, Partido de Balcarce, Buenos Aires, 7620, Argentina; 501, Avenida Gonzales Chaves, El Cruce, San José de Balcarce, Partido de Balcarce, Buenos Aires, B7620ELN, Argentina
MDQ	coord	5477	Provincia Microempresas	Santa Teresita	DEJADO	sin candidatos (estado sin_resultados)	sin candidatos	
SAN LUIS	coord	6074	Banco Santander Río	Universidad Catolica de Cuyo - San Luis	DEJADO	sin candidatos (estado sin_resultados)	sin candidatos	
SAN LUIS	coord	6127	Banco Santander Río	Universidad Nacional De San Luis	DEJADO	varios ROOFTOP en la localidad ([0, 1, 2, 3])	0:ROOFTOP,1:ROOFTOP,2:ROOFTOP,3:ROOFTOP	Universidad Nacional de San Luis, 950, Avenida Ejército de los Andes, Zabala Ortiz, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina; 950, Avenida Ejército de los Andes, Zabala Ortiz, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina; 950, Avenida Ejército de los Andes, Zabala Ortiz, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina; E=MC2, 950, Avenida Ejército de los Andes, Zabala Ortiz, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, D5700HHW, Argentina
CHIVILCOY	coord	6782	Los Grobo Agropecuaria	Chivilcoy (Pastasole)	DEJADO	ningún candidato ROOFTOP exacto en localidad 'Km 88'	0:GEOMETRIC_CENTER/pm	Ruta Provincial 30, Chivilcoy, Partido de Chivilcoy, Buenos Aires, 6620, Argentina
POSADAS	coord	4770	Efectivo Si	EFECTIVO SI - Posadas	DEJADO	sin candidatos (estado sin_resultados)	sin candidatos	
SALTA	coord	6210	Arcos Dorados (Mc Donalds)	LIS - Libertad Salta (179)	DEJADO	ningún candidato válido: c0:partialMatch; c1:tipo highway/route	2 cand / ambigua	Av. Tavella y, A4400 Mar Mediterraneo, Salta, Argentina
SALTA	coord	4266	Arcos Dorados (Mc Donalds)	SNS - Shopping NOA Salta (189)	DEJADO	ningún candidato válido: c0:RANGE_INTERPOLATED	1 cand / ambigua	Av. Batalla de Salta 702, A4400 Salta, Argentina
SALTA	coord	6889	Banco Santander Río	Universidad Católica de Salta	DEJADO	estado sin_resultados, sin candidatos	0 cand / sin_resultados	
SALTA	coord	2963	Distribuidora Metropolitana	Salta	DEJADO	ningún candidato válido: c0:RANGE_INTERPOLATED; c1:tipo highway/route; c2:tipo highway/route; c3:tipo highway/route	4 cand / ambigua	Av. Ragone 1161, A4400 Salta, Argentina
SALTA	coord	8212	Efectivo Si	EFECTIVO SI - Hiper Libertad Salta	DEJADO	ningún candidato válido: c0:GEOMETRIC_CENTER; c1:GEOMETRIC_CENTER; c2:GEOMETRIC_CENTER; c3:GEOMETRIC_CENTER; c4:GEOMETRIC_CENTER	5 cand / ambigua	Avenida Monseñor Roberto José Tavella, Bº Parque La Vega, General Alvarado, Salta, Capital, Salta, A4400, Argentina
SALTA	coord	4782	Efectivo Si	EFECTIVO SI - Salta	DEJADO	varios ROOFTOP válidos ([0, 1])	5 cand / ambigua	178, Peatonal Florida, Salta, Capital, Salta, 4400, Argentina
SALTA	coord	5473	Refinor	Urundel	DEJADO	ningún candidato válido: c0:APPROXIMATE	1 cand / ambigua	Urundel, Salta Province, Argentina
CORRIENTES	coord	8211	Efectivo Si	EFECTIVO SI - Hiper Libertad Resistencia	DEJADO	ningún candidato válido: c0:GEOMETRIC_CENTER; c1:GEOMETRIC_CENTER; c2:GEOMETRIC_CENTER; c3:GEOMETRIC_CENTER; c4:GEOMETRIC_CENTER	5 cand / ambigua	Ruta Nacional 11 Juan de Garay, Municipio de Resistencia, Departamento San Fernando, Chaco, Argentina
TUCUMAN	coord	4270	Arcos Dorados (Mc Donalds)	PJT - Portal Jumbo Tucuman (135)	DEJADO	ningún candidato válido: c0:GEOMETRIC_CENTER	1 cand / ambigua	Cariola & Avenida Alfredo Guzmán, T4000 Yerba Buena, Tucumán, Argentina
TUCUMAN	coord	3674	Galeno	Tucumán 2 (ART) (NO USAR)	DEJADO	ningún candidato válido: c0:GEOMETRIC_CENTER	1 cand / ambigua	24 de septiembre, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina
TUCUMAN	coord	1570	La Sevillanita	Tucuman	DEJADO	estado sin_resultados, sin candidatos	0 cand / sin_resultados	
TUCUMAN	coord	3815	Molino Cañuelas	Planta Tucumán  - SUC CERRADA	DEJADO	estado sin_resultados, sin candidatos	0 cand / sin_resultados	
TUCUMAN	coord	8669	Molino Cañuelas	Tucumán - Miguel Lilio 365 - SUC CERRADA	DEJADO	estado sin_resultados, sin candidatos	0 cand / sin_resultados	
TUCUMAN	coord	3792	Salta Refrescos (Región Sur)	Lules	DEJADO	estado sin_resultados, sin candidatos	0 cand / sin_resultados	
JUJUY	coord	5336	Walmart	1031 - CH+ Jujuy	DEJADO	ningún candidato válido: c0:tipo highway/route; c1:tipo highway/route	2 cand / ambigua	RN9, San Salvador de Jujuy, Jujuy, Argentina
